id,timestamp,student_id,grade,date_and_time_of_misbehavior,location_of_misbehavior,documenting_staff_id,documenting_staff,classroom_or_administrative_managed,type_of_misbehavior,narrative_description_of_misbehavior,consequence,reporting_staff_id,reporting_staff,d12_planning_completed,narrative_of_consequence
93,2014-04-28 09:41:00.000000,38,1,2014-04-22 09:22:00.000000,1st grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Play fighting (CM), Verbal/Physical Intimidation (D12)",student poked another student with a pencil also pulled the students hair.,"Verbal warning with reminder of positive expectation, Phone call/email/letter home",42,Mr. Landers,"A, B, C, D",
94,2014-01-27 12:31:00.000000,108,3,2014-01-21 13:28:00.000000,3rd Grade classroom,2,Mr. Barron,Administrative,Minor Disruptions (CM),,Verbal warning with reminder of positive expectation,95,Ms. Diaz,"A, B, C, D",
95,2014-06-09 09:08:00.000000,108,3,2014-05-05 10:01:00.000000,3rd grade classroom,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",refusing to do his classwork,Verbal warning with reminder of positive expectation,95,Ms. Diaz,"A, B, C, D",
96,2014-02-27 08:27:00.000000,137,3,2014-02-18 12:36:00.000000,Gym (lunch),2,Mr. Barron,Administrative,"Minor Disruptions (CM), Recurring teacher managed behavior checked above (D12), Disrespectful language",,Verbal warning with reminder of positive expectation,88,Ms. Becca,"A, B, C, D",
97,2014-04-14 11:53:00.000000,137,3,2014-04-10 12:16:00.000000,3rd grade classroom,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Disrespectful language","student called the TA ""Stupid"" and ""Shut Up""",Verbal warning with reminder of positive expectation,88,Ms. Becca,"A, B, C, D",
98,2014-06-09 11:19:00.000000,137,3,2014-05-02 09:43:00.000000,Lower grade hallway,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Name Calling (CM), Fighting (D12)",,Verbal warning with reminder of positive expectation,117,Ms. Priscilla,"A, B, C, D",
99,2014-04-16 09:31:00.000000,232,2,2014-04-15 11:45:00.000000,2nd grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)","student asked another student to stop using his markers, the other student stopped for a bit then began mocking him as he walked back to his desk and touching his markers.",Verbal warning with reminder of positive expectation,42,Mr. Landers,"A, B, C, D",
100,2014-03-03 08:38:00.000000,2,6,2014-02-24 10:28:00.000000,6th Grade classroom,2,Mr. Barron,Administrative,taking things,Student took another student's snack and threw it away. Pushing between the students then started.,Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",
101,2014-01-13 10:59:00.000000,236,5,2014-01-10 12:15:00.000000,Cafeteria,2,Mr. Barron,Classroom,"Major Disruptions (D12), throwing food",,"Verbal warning with reminder of positive expectation, Campus Beautification",112,Ms. Naechia,"A, B, C, D",All students involved will be picking up trash during lunch on 1/13/14 as part of their consequence
102,2014-02-24 10:14:00.000000,236,5,2014-02-18 14:00:00.000000,Ms. Dragomire's room,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Recurring teacher managed behavior checked above (D12), Mocking other students",,Verbal warning with reminder of positive expectation,96,Ms. Dragomire,"A, B, C, D",
103,2014-04-02 08:41:00.000000,236,5,2014-03-25 11:52:00.000000,Ms. Dragomire's room,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Profanity directed at students (CM)",Student gave another student the middle finger.,Verbal warning with reminder of positive expectation,102,Ms. Idano,"A, B, C, D",
104,2014-04-07 08:35:00.000000,236,5,2014-04-04 09:50:00.000000,Ms. Dragomire's room,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Major Defiances (D12)",,Verbal warning with reminder of positive expectation,102,Ms. Idano,"A, B, C, D",
105,2014-04-14 08:49:00.000000,236,5,2014-04-09 11:15:00.000000,Yoga,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM)","student put the instructors name on the ""bad list"" and told her she was doing a bad job. Also balled up instructors mat and threw it.","Verbal warning with reminder of positive expectation, possible call home",91,Ms. Chandra,"A, B, C, D",
106,2014-04-16 10:25:00.000000,236,5,2014-04-14 11:00:00.000000,youngers playground,2,Mr. Barron,Administrative,"Recurring teacher managed behavior checked above (D12), Verbal/Physical Intimidation (D12)","student knee'd another student in the stomach and also tripped another student. Also told Ms. Noel (TA) that she was ""stupid"".","Verbal warning with reminder of positive expectation, possible call home",114,Ms. Noel,"A, B, C, D",
107,2014-04-21 08:58:00.000000,236,5,2014-04-18 12:59:00.000000,Ms. Dragomire's room,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",Student was being defiant about giving the sub a pencil that was becoming a distraction.,Verbal warning with reminder of positive expectation,55,Mr. Randal,"A, B, C, D",
108,2014-06-11 13:43:00.000000,236,5,2014-05-21 13:33:00.000000,5th grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",,Verbal warning with reminder of positive expectation,96,Ms. Dragomire,"A, B, C, D",
109,2014-06-19 09:24:00.000000,236,5,2014-06-18 13:09:00.000000,5th grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",student was distracting others and refusing to do his work.  Being disrespectful toward the teacher.,Verbal warning with reminder of positive expectation,102,Ms. Idano,"A, B, C, D",
110,2014-02-24 09:41:00.000000,134,6,2014-02-11 11:54:00.000000,6th Grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Profanity directed at students (CM), Recurring teacher managed behavior checked above (D12)",Student was saying rude things to students and also directing some foul language at students.,Verbal warning with reminder of positive expectation,18,Ms. Daley,"A, B, C, D",
111,2014-03-18 10:37:00.000000,134,7,2014-03-10 13:00:00.000000,7th grade classroom,2,Mr. Barron,Administrative,Verbal/Physical Intimidation (D12),Brianna bumped into another student with her shoulder to jokingly intimidate her.,Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",
112,2014-03-18 10:59:00.000000,134,6,2014-03-11 10:28:00.000000,6th Grade classroom,2,Mr. Barron,Administrative,throwing food at students,student admitted to throwing a juice at another student.,Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",
113,2014-03-03 08:29:00.000000,56,2,2014-02-24 11:52:00.000000,Gym (lunch),2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Play fighting (CM), Recurring teacher managed behavior checked above (D12)",Students were running to the line and some accidental contact caused a minor altercation between students.,Verbal warning with reminder of positive expectation,117,Ms. Priscilla,"A, B, C, D",
114,2014-04-09 10:07:00.000000,56,2,2014-04-07 14:23:00.000000,2nd grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM)",refusal to take a spelling test.,Verbal warning with reminder of positive expectation,42,Mr. Landers,"A, B, C, D",
115,2014-04-28 08:54:00.000000,56,3,2014-04-25 08:59:00.000000,Playground,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Verbal/Physical Intimidation (D12)",,Verbal warning with reminder of positive expectation,26,Mr. Alfredo,"A, B, C, D",
116,2014-01-10 10:29:00.000000,60,6,2014-01-10 08:25:00.000000,6th grade class,2,Mr. Barron,Classroom,"Minor Disruptions (CM), Major Disruptions (D12)",Yelling across classroom to other students during instruction.,Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",
117,2014-01-23 10:37:00.000000,60,6,2014-01-22 09:03:00.000000,6th grade classroom,2,Mr. Barron,Administrative,Profanity not directed at anybody,,Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",
118,2014-02-05 09:22:00.000000,60,6,2014-02-04 13:40:00.000000,6th Grade classroom,2,Mr. Barron,Administrative,Minor Disruptions (CM),Student was talking during a test.,Verbal warning with reminder of positive expectation,18,Ms. Daley,"A, B, C, D",
119,2014-02-24 12:42:00.000000,60,6,2014-02-18 14:32:00.000000,6th Grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Recurring teacher managed behavior checked above (D12)","Student was laughing in class so much that it was an ongoing distraction from instructional time. 
Teacher attempted to redirect student.",Verbal warning with reminder of positive expectation,16,Ms. Idano,"A, B, C, D",
120,2014-04-09 10:04:00.000000,60,6,2014-04-08 11:50:00.000000,6th Grade classroom,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",,Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",
121,2014-04-30 09:14:00.000000,60,6,2014-04-29 09:30:00.000000,6th Grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Recurring teacher managed behavior checked above (D12)",student was making distracting and inappropriate comments in class during a presentation,Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",
122,2014-01-29 11:49:00.000000,13,8,2014-01-28 10:39:00.000000,Science Classroom,2,Mr. Barron,Administrative,Minor Disruptions (CM),student was asking another student for an eraser during instructional time.,Verbal warning with reminder of positive expectation,21,Ms.  Sanchez,,
123,2014-03-11 12:15:00.000000,190,7,2014-01-31 13:03:00.000000,Lower grade hallway,2,Mr. Barron,Administrative,riding scooter,"Student was caught riding a scooter in the hallway. Had the scooter taken away, and it belonged to another student.",Verbal warning with reminder of positive expectation,103,Ms. Karina (7th TA),"A, B, C, D",
124,2014-03-06 10:36:00.000000,190,7,2014-03-04 13:18:00.000000,Gym (lunch),2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12), Major Defiances (D12)",Ms. Arely asked students to stop shooting baskets on the basketball court. The students continued to shoot and not listen to Ms. Arely.,Verbal warning with reminder of positive expectation,122,Ms. Lopez,"A, B, C, D",
125,2014-03-18 12:02:00.000000,190,7,2014-03-07 12:43:00.000000,7th grade classroom,2,Mr. Barron,Administrative,breaking glass in class,student broke a picture frame glass in the class with his hand.,Verbal warning with reminder of positive expectation,166,Ms. Duran,"A, B, C, D",
126,2014-03-18 09:20:00.000000,190,7,2014-03-13 10:28:00.000000,7th grade classroom,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Major Disruptions (D12), throwing food at students",,Verbal warning with reminder of positive expectation,122,Ms. Lopez,"A, B, C, D",
127,2014-04-16 10:20:00.000000,190,7,2014-04-14 10:00:00.000000,Math Tutoring  Room,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12), threw a pencil",,Verbal warning with reminder of positive expectation,44,Mr.  Areyan,"A, B, C, D",
128,2014-06-10 12:46:00.000000,190,7,2014-05-23 13:50:00.000000,7th grade classroom,2,Mr. Barron,Administrative,"Recurring teacher managed behavior checked above (D12), Major Defiances (D12)",student has skipped out on two days of mandatory after school tutoring.,Verbal warning with reminder of positive expectation,110,Ms. Duran,"A, B, C, D",
129,2014-06-16 10:36:00.000000,190,7,2014-05-30 11:59:00.000000,7th grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",student was poked by a female classmate and he became upset and was sent to D-12.,Verbal warning with reminder of positive expectation,110,Ms. Duran,"A, B, C, D",
130,2014-04-21 10:03:00.000000,223,1,2014-04-11 10:00:00.000000,1st grade classroom,2,Mr. Barron,Administrative,"Recurring teacher managed behavior checked above (D12), Major Disruptions (D12), Verbal/Physical Intimidation (D12)",Student punched another student in the stomach,Verbal warning with reminder of positive expectation,115,Ms. Priscilla,"A, B, C, D",
131,2014-06-17 09:04:00.000000,180,7,2014-05-28 10:45:00.000000,Reading Specialist Classroom,2,Mr. Barron,Administrative,"Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",student was refusing to do classwork because student felt that the class was too loud. Also was attempting to get more difficult work.,Verbal warning with reminder of positive expectation,59,Mr. Valentine,"A, B, C, D",
132,2014-04-28 08:32:00.000000,14,6,2014-04-25 10:15:00.000000,6th Grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Verbal/Physical Intimidation (D12)",,Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",
133,2014-03-18 09:10:00.000000,268,6,2014-03-17 10:45:00.000000,6th Grade classroom,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Recurring teacher managed behavior checked above (D12)",Student was upset that another student was saying that they were going to pich them because of not wearing green on st patricks day.,Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",
134,2014-04-02 08:36:00.000000,97,7,2014-03-24 11:30:00.000000,Mr. Jacobs' class,2,Mr. Barron,Administrative,"Minor Disruptions (CM), Non-compliance/off-task (CM), Recurring teacher managed behavior checked above (D12)",,Verbal warning with reminder of positive expectation,117,Ms. Priscilla,"A, B, C, D",
135,2014-01-28 10:30:00.000000,260,10,2014-01-28 08:45:00.000000,Upstairs boys restroom,2,Mr. Barron,Administrative,Profanity directed at students (CM),"student admitted to play fighting in the restroom then using the word ""MF'er"". Ms. Daley spoke to student and walked them to d-12. 

Student was also VERY UPSET because Karen Daley repeatedly was saying ""if you are laughing about this then you must be under the influence.""",Verbal warning with reminder of positive expectation,93,Ms. Daley,"A, B, C, D",
